ROW_ID,CUSTOMER_ID,PRODUCT_ID,DATE_ID,PAYMENT_ID
26669,116,116,116,116
29600,117,117,117,117
34336,118,118,118,118
19195,119,119,119,119
32639,120,120,120,120
26731,121,121,121,121
31278,122,122,122,122
12035,123,123,123,123
29149,124,124,124,124
15896,125,125,125,125
18307,126,126,126,126
46257,127,127,127,127
21142,128,128,128,128
10308,129,129,129,129
6776,130,130,130,130
16948,131,131,131,131
11611,132,132,132,132
35876,133,133,133,133
1873,134,134,134,134
29120,135,135,135,135
28128,136,136,136,136
4585,137,137,137,137
41299,138,138,138,138
8753,139,139,139,139
31293,140,140,140,140
34753,141,141,141,141
31033,142,142,142,142
36523,143,143,143,143
49752,144,144,144,144
34757,145,145,145,145
20145,146,146,146,146
24211,147,147,147,147
4027,148,148,148,148
23212,149,149,149,149
14952,150,150,150,150
30312,151,151,151,151
11657,152,152,152,152
17552,153,153,153,153
26759,154,154,154,154
50837,155,155,155,155
20869,156,156,156,156
2397,157,157,157,157
33698,158,158,158,158
15132,159,159,159,159
27129,160,160,160,160
25179,161,161,161,161
34754,162,162,162,162
24610,163,163,163,163
50724,164,164,164,164
40952,165,165,165,165
28226,166,166,166,166
33191,167,167,167,167
25941,168,168,168,168
581,169,169,169,169
21263,170,170,170,170
13571,171,171,171,171
11639,172,172,172,172
33699,173,173,173,173
13307,174,174,174,174
40245,175,175,175,175
43307,176,176,176,176
33286,177,177,177,177
9702,178,178,178,178
36522,179,179,179,179
39145,180,180,180,180
22762,181,181,181,181
20867,182,182,182,182
28836,183,183,183,183
37405,184,184,184,184
12815,185,185,185,185
16587,186,186,186,186
18691,187,187,187,187
39146,188,188,188,188
17534,189,189,189,189
8009,190,190,190,190
30267,191,191,191,191
40795,192,192,192,192
31647,193,193,193,193
2283,194,194,194,194
17765,195,195,195,195
47783,196,196,196,196
31649,197,197,197,197
23175,198,198,198,198
27693,199,199,199,199
22134,200,200,200,200
36297,201,201,201,201
22488,202,202,202,202
25678,203,203,203,203
15376,204,204,204,204
15162,205,205,205,205
18899,206,206,206,206
33660,207,207,207,207
24160,208,208,208,208
15812,209,209,209,209
33662,210,210,210,210
6449,211,211,211,211
32472,212,212,212,212
4394,213,213,213,213
22058,214,214,214,214
19833,215,215,215,215
45807,216,216,216,216
30187,217,217,217,217
29484,218,218,218,218
36347,219,219,219,219
24015,220,220,220,220
20601,221,221,221,221
12051,222,222,222,222
25915,223,223,223,223
21639,224,224,224,224
31648,225,225,225,225
23229,226,226,226,226
31646,227,227,227,227
20674,228,228,228,228
11331,229,229,229,229
58,230,230,230,230
45091,231,231,231,231
18990,232,232,232,232
34330,233,233,233,233
51130,234,234,234,234
14405,235,235,235,235
10745,236,236,236,236
40794,237,237,237,237
25850,238,238,238,238
16109,239,239,239,239
22515,240,240,240,240
29269,241,241,241,241
29651,242,242,242,242
10670,243,243,243,243
24859,244,244,244,244
24466,245,245,245,245
15359,246,246,246,246
39745,247,247,247,247
21670,248,248,248,248
39744,249,249,249,249
17548,250,250,250,250
39742,251,251,251,251
20861,252,252,252,252
17907,253,253,253,253
24361,254,254,254,254
29968,255,255,255,255
32221,256,256,256,256
28875,257,257,257,257
48781,258,258,258,258
15922,259,259,259,259
39983,260,260,260,260
33163,261,261,261,261
2641,262,262,262,262
39711,263,263,263,263
26068,264,264,264,264
10306,265,265,265,265
41716,266,266,266,266
44140,267,267,267,267
29226,268,268,268,268
27720,269,269,269,269
11073,270,270,270,270
24030,271,271,271,271
30202,272,272,272,272
27230,273,273,273,273
51284,274,274,274,274
39743,275,275,275,275
28198,276,276,276,276
26028,277,277,277,277
26325,278,278,278,278
21924,279,279,279,279
30113,280,280,280,280
30105,281,281,281,281
24363,282,282,282,282
19902,283,283,283,283
13998,284,284,284,284
38383,285,285,285,285
37340,286,286,286,286
47087,287,287,287,287
49833,288,288,288,288
2080,289,289,289,289
39746,290,290,290,290
10303,291,291,291,291
39710,292,292,292,292
39984,293,293,293,293
39985,294,294,294,294
41838,295,295,295,295
28110,296,296,296,296
12449,297,297,297,297
17848,298,298,298,298
46219,299,299,299,299
26932,300,300,300,300
32866,301,301,301,301
4817,302,302,302,302
50593,303,303,303,303
25445,304,304,304,304
39747,305,305,305,305
50000,306,306,306,306
30934,307,307,307,307
21667,308,308,308,308
8870,309,309,309,309
1899,310,310,310,310
36279,311,311,311,311
39051,312,312,312,312
38382,313,313,313,313
9857,314,314,314,314
2398,315,315,315,315
20610,316,316,316,316
19446,317,317,317,317
11606,318,318,318,318
16161,319,319,319,319
25761,320,320,320,320
6594,321,321,321,321
17380,322,322,322,322
3503,323,323,323,323
23537,324,324,324,324
26037,325,325,325,325
20266,326,326,326,326
42956,327,327,327,327
21995,328,328,328,328
15570,329,329,329,329
25831,330,330,330,330
29383,331,331,331,331
879,332,332,332,332
16997,333,333,333,333
21287,334,334,334,334
37341,335,335,335,335
47029,336,336,336,336
8378,337,337,337,337
2496,338,338,338,338
990,339,339,339,339
34756,340,340,340,340
40955,341,341,341,341
33285,342,342,342,342
43395,343,343,343,343
36524,344,344,344,344
46991,345,345,345,345
9711,346,346,346,346
31138,347,347,347,347
46655,348,348,348,348
10365,349,349,349,349
21500,350,350,350,350
28108,351,351,351,351
16456,352,352,352,352
23791,353,353,353,353
11991,354,354,354,354
42964,355,355,355,355
29626,356,356,356,356
23255,357,357,357,357
28249,358,358,358,358
50458,359,359,359,359
23257,360,360,360,360
20612,361,361,361,361
11836,362,362,362,362
20455,363,363,363,363
20872,364,364,364,364
20428,365,365,365,365
24422,366,366,366,366
19814,367,367,367,367
29718,368,368,368,368
38269,369,369,369,369
48509,370,370,370,370
30028,371,371,371,371
43473,372,372,372,372
2006,373,373,373,373
27780,374,374,374,374
7054,375,375,375,375
21344,376,376,376,376
40402,377,377,377,377
38268,378,378,378,378
21328,379,379,379,379
11232,380,380,380,380
47098,381,381,381,381
48982,382,382,382,382
20230,383,383,383,383
43099,384,384,384,384
2375,385,385,385,385
22855,386,386,386,386
28076,387,387,387,387
9435,388,388,388,388
40399,389,389,389,389
6019,390,390,390,390
24435,391,391,391,391
22711,392,392,392,392
21884,393,393,393,393
23285,394,394,394,394
20470,395,395,395,395
10558,396,396,396,396
4684,397,397,397,397
40504,398,398,398,398
31153,399,399,399,399
10458,400,400,400,400
29319,401,401,401,401
20851,402,402,402,402
28704,403,403,403,403
25908,404,404,404,404
500,405,405,405,405
40400,406,406,406,406
6415,407,407,407,407
36910,408,408,408,408
41520,409,409,409,409
50544,410,410,410,410
28702,411,411,411,411
42617,412,412,412,412
22628,413,413,413,413
22166,414,414,414,414
14084,415,415,415,415
22632,416,416,416,416
47566,417,417,417,417
20228,418,418,418,418
15389,419,419,419,419
189,420,420,420,420
6777,421,421,421,421
26986,422,422,422,422
12764,423,423,423,423
28750,424,424,424,424
12215,425,425,425,425
38270,426,426,426,426
42837,427,427,427,427
20009,428,428,428,428
2399,429,429,429,429
10787,430,430,430,430
30273,431,431,431,431
2378,432,432,432,432
47985,433,433,433,433
46433,434,434,434,434
19915,435,435,435,435
43100,436,436,436,436
46920,437,437,437,437
20521,438,438,438,438
12032,439,439,439,439
39147,440,440,440,440
34755,441,441,441,441
11549,442,442,442,442
33284,443,443,443,443
2808,444,444,444,444
29513,445,445,445,445
25671,446,446,446,446
14419,447,447,447,447
17361,448,448,448,448
30082,449,449,449,449
22207,450,450,450,450
29552,451,451,451,451
17894,452,452,452,452
20583,453,453,453,453
13924,454,454,454,454
9294,455,455,455,455
4116,456,456,456,456
20795,457,457,457,457
42763,458,458,458,458
26473,459,459,459,459
27819,460,460,460,460
13350,461,461,461,461
16761,462,462,462,462
21010,463,463,463,463
27825,464,464,464,464
17478,465,465,465,465
19561,466,466,466,466
44597,467,467,467,467
20408,468,468,468,468
12983,469,469,469,469
13735,470,470,470,470
48022,471,471,471,471
14389,472,472,472,472
33287,473,473,473,473
10404,474,474,474,474
20974,475,475,475,475
18458,476,476,476,476
8295,477,477,477,477
22899,478,478,478,478
50603,479,479,479,479
3904,480,480,480,480
29555,481,481,481,481
6826,482,482,482,482
5112,483,483,483,483
21391,484,484,484,484
28557,485,485,485,485
43344,486,486,486,486
26889,487,487,487,487
40953,488,488,488,488
480,489,489,489,489
9263,490,490,490,490
27724,491,491,491,491
4402,492,492,492,492
5051,493,493,493,493
46653,494,494,494,494
23634,495,495,495,495
40954,496,496,496,496
48565,497,497,497,497
10620,498,498,498,498
49848,499,499,499,499
22108,500,500,500,500
37406,501,501,501,501
40336,502,502,502,502
29593,503,503,503,503
24338,504,504,504,504
21510,505,505,505,505
16814,506,506,506,506
30674,507,507,507,507
27537,508,508,508,508
43180,509,509,509,509
35208,510,510,510,510
33848,511,511,511,511
26224,512,512,512,512
7454,513,513,513,513
12080,514,514,514,514
3149,515,515,515,515
35580,516,516,516,516
36011,517,517,517,517
29277,518,518,518,518
12329,519,519,519,519
4891,520,520,520,520
20557,521,521,521,521
32706,522,522,522,522
42472,523,523,523,523
18030,524,524,524,524
21339,525,525,525,525
45460,526,526,526,526
40403,527,527,527,527
20424,528,528,528,528
14311,529,529,529,529
17539,530,530,530,530
11156,531,531,531,531
23192,532,532,532,532
41919,533,533,533,533
3700,534,534,534,534
44276,535,535,535,535
43590,536,536,536,536
20792,537,537,537,537
5306,538,538,538,538
764,539,539,539,539
14821,540,540,540,540
44182,541,541,541,541
23368,542,542,542,542
23419,543,543,543,543
27407,544,544,544,544
17215,545,545,545,545
4570,546,546,546,546
46523,547,547,547,547
29496,548,548,548,548
50118,549,549,549,549
31989,550,550,550,550
30834,551,551,551,551
12121,552,552,552,552
35613,553,553,553,553
5256,554,554,554,554
37429,555,555,555,555
24646,556,556,556,556
43619,557,557,557,557
18895,558,558,558,558
50832,559,559,559,559
47986,560,560,560,560
165,561,561,561,561
41568,562,562,562,562
41569,563,563,563,563
28173,564,564,564,564
25420,565,565,565,565
23033,566,566,566,566
32227,567,567,567,567
24695,568,568,568,568
41831,569,569,569,569
12230,570,570,570,570
14209,571,571,571,571
35612,572,572,572,572
30724,573,573,573,573
47042,574,574,574,574
24164,575,575,575,575
16213,576,576,576,576
18865,577,577,577,577
39961,578,578,578,578
9567,579,579,579,579
19965,580,580,580,580
43835,581,581,581,581
17674,582,582,582,582
25322,583,583,583,583
12672,584,584,584,584
12964,585,585,585,585
29525,586,586,586,586
36600,587,587,587,587
16760,588,588,588,588
22587,589,589,589,589
39761,590,590,590,590
643,591,591,591,591
16968,592,592,592,592
17988,593,593,593,593
46109,594,594,594,594
14818,595,595,595,595
49367,596,596,596,596
31990,597,597,597,597
31211,598,598,598,598
12413,599,599,599,599
1088,600,600,600,600
27747,601,601,601,601
27454,602,602,602,602
48301,603,603,603,603
29372,604,604,604,604
45798,605,605,605,605
29802,606,606,606,606
2645,607,607,607,607
40398,608,608,608,608
11975,609,609,609,609
38267,610,610,610,610
7666,611,611,611,611
33849,612,612,612,612
23278,613,613,613,613
40401,614,614,614,614
30694,615,615,615,615
35579,616,616,616,616
30581,617,617,617,617
20626,618,618,618,618
36955,619,619,619,619
35948,620,620,620,620
16678,621,621,621,621
18994,622,622,622,622
17903,623,623,623,623
33399,624,624,624,624
25276,625,625,625,625
19882,626,626,626,626
35947,627,627,627,627
20685,628,628,628,628
38992,629,629,629,629
37710,630,630,630,630
16408,631,631,631,631
43335,632,632,632,632
20959,633,633,633,633
13714,634,634,634,634
3875,635,635,635,635
23466,636,636,636,636
4452,637,637,637,637
1902,638,638,638,638
37709,639,639,639,639
14178,640,640,640,640
30313,641,641,641,641
36951,642,642,642,642
12075,643,643,643,643
24075,644,644,644,644
6989,645,645,645,645
47262,646,646,646,646
48487,647,647,647,647
14902,648,648,648,648
23910,649,649,649,649
17770,650,650,650,650
21505,651,651,651,651
27612,652,652,652,652
5957,653,653,653,653
9316,654,654,654,654
14608,655,655,655,655
13059,656,656,656,656
36952,657,657,657,657
14707,658,658,658,658
26873,659,659,659,659
47567,660,660,660,660
23277,661,661,661,661
36957,662,662,662,662
6479,663,663,663,663
11765,664,664,664,664
25263,665,665,665,665
21794,666,666,666,666
8859,667,667,667,667
27261,668,668,668,668
30515,669,669,669,669
36954,670,670,670,670
26538,671,671,671,671
14619,672,672,672,672
36956,673,673,673,673
38993,674,674,674,674
28515,675,675,675,675
16022,676,676,676,676
1117,677,677,677,677
15203,678,678,678,678
36953,679,679,679,679
7903,680,680,680,680
1500,681,681,681,681
40178,682,682,682,682
24382,683,683,683,683
25242,684,684,684,684
26410,685,685,685,685
29849,686,686,686,686
18210,687,687,687,687
50691,688,688,688,688
12118,689,689,689,689
28213,690,690,690,690
20417,691,691,691,691
17364,692,692,692,692
41913,693,693,693,693
14722,694,694,694,694
18760,695,695,695,695
20826,696,696,696,696
30958,697,697,697,697
29782,698,698,698,698
10274,699,699,699,699
17414,700,700,700,700
37694,701,701,701,701
16577,702,702,702,702
19378,703,703,703,703
22900,704,704,704,704
31843,705,705,705,705
49151,706,706,706,706
21605,707,707,707,707
17551,708,708,708,708
25523,709,709,709,709
31844,710,710,710,710
18018,711,711,711,711
1783,712,712,712,712
33098,713,713,713,713
15811,714,714,714,714
13787,715,715,715,715
13739,716,716,716,716
22100,717,717,717,717
15899,718,718,718,718
39794,719,719,719,719
39797,720,720,720,720
39793,721,721,721,721
4569,722,722,722,722
8252,723,723,723,723
21940,724,724,724,724
46524,725,725,725,725
4369,726,726,726,726
2642,727,727,727,727
39796,728,728,728,728
26337,729,729,729,729
26887,730,730,730,730
21030,731,731,731,731
23842,732,732,732,732
14759,733,733,733,733
21464,734,734,734,734
5138,735,735,735,735
8682,736,736,736,736
18667,737,737,737,737
11633,738,738,738,738
32852,739,739,739,739
50937,740,740,740,740
23360,741,741,741,741
10377,742,742,742,742
12328,743,743,743,743
32896,744,744,744,744
25965,745,745,745,745
44891,746,746,746,746
7046,747,747,747,747
36410,748,748,748,748
10408,749,749,749,749
21019,750,750,750,750
12827,751,751,751,751
41965,752,752,752,752
22056,753,753,753,753
39795,754,754,754,754
41450,755,755,755,755
6459,756,756,756,756
32894,757,757,757,757
13340,758,758,758,758
46906,759,759,759,759
26535,760,760,760,760
509,761,761,761,761
49790,762,762,762,762
32895,763,763,763,763
32897,764,764,764,764
29737,765,765,765,765
25271,766,766,766,766
15079,767,767,767,767
28572,768,768,768,768
33927,769,769,769,769
47228,770,770,770,770
5467,771,771,771,771
13846,772,772,772,772
22551,773,773,773,773
34645,774,774,774,774
18825,775,775,775,775
36699,776,776,776,776
36700,777,777,777,777
30148,778,778,778,778
23432,779,779,779,779
18041,780,780,780,780
31072,781,781,781,781
4203,782,782,782,782
24711,783,783,783,783
50607,784,784,784,784
1815,785,785,785,785
36275,786,786,786,786
16407,787,787,787,787
33778,788,788,788,788
767,789,789,789,789
40387,790,790,790,790
15424,791,791,791,791
15440,792,792,792,792
40570,793,793,793,793
28058,794,794,794,794
5745,795,795,795,795
22197,796,796,796,796
43214,797,797,797,797
23694,798,798,798,798
22516,799,799,799,799
23962,800,800,800,800
19839,801,801,801,801
37599,802,802,802,802
24932,803,803,803,803
45596,804,804,804,804
15270,805,805,805,805
35712,806,806,806,806
27922,807,807,807,807
49747,808,808,808,808
36180,809,809,809,809
31562,810,810,810,810
26745,811,811,811,811
16452,812,812,812,812
7361,813,813,813,813
6274,814,814,814,814
19775,815,815,815,815
4000,816,816,816,816
10501,817,817,817,817
10780,818,818,818,818
17707,819,819,819,819
36273,820,820,820,820
21476,821,821,821,821
4020,822,822,822,822
45898,823,823,823,823
8137,824,824,824,824
12242,825,825,825,825
28853,826,826,826,826
13781,827,827,827,827
29842,828,828,828,828
10552,829,829,829,829
24526,830,830,830,830
50372,831,831,831,831
1804,832,832,832,832
35713,833,833,833,833
28537,834,834,834,834
28032,835,835,835,835
22455,836,836,836,836
26229,837,837,837,837
14941,838,838,838,838
12164,839,839,839,839
29434,840,840,840,840
34752,841,841,841,841
17222,842,842,842,842
694,843,843,843,843
50567,844,844,844,844
50693,845,845,845,845
20954,846,846,846,846
36274,847,847,847,847
24342,848,848,848,848
25407,849,849,849,849
36181,850,850,850,850
14954,851,851,851,851
33273,852,852,852,852
45019,853,853,853,853
15900,854,854,854,854
23824,855,855,855,855
29423,856,856,856,856
25774,857,857,857,857
50056,858,858,858,858
5010,859,859,859,859
10434,860,860,860,860
34730,861,861,861,861
35611,862,862,862,862
5991,863,863,863,863
13705,864,864,864,864
24939,865,865,865,865
27579,866,866,866,866
6773,867,867,867,867
45983,868,868,868,868
29757,869,869,869,869
3068,870,870,870,870
10183,871,871,871,871
13621,872,872,872,872
49268,873,873,873,873
27207,874,874,874,874
30065,875,875,875,875
32226,876,876,876,876
6154,877,877,877,877
13532,878,878,878,878
15892,879,879,879,879
32228,880,880,880,880
1548,881,881,881,881
34731,882,882,882,882
45942,883,883,883,883
28516,884,884,884,884
18095,885,885,885,885
44161,886,886,886,886
25245,887,887,887,887
21620,888,888,888,888
10380,889,889,889,889
12887,890,890,890,890
31812,891,891,891,891
25862,892,892,892,892
622,893,893,893,893
31815,894,894,894,894
25602,895,895,895,895
25799,896,896,896,896
26110,897,897,897,897
26969,898,898,898,898
30241,899,899,899,899
48705,900,900,900,900
4820,901,901,901,901
31421,902,902,902,902
17274,903,903,903,903
10795,904,904,904,904
22458,905,905,905,905
30070,906,906,906,906
36225,907,907,907,907
36585,908,908,908,908
20542,909,909,909,909
28259,910,910,910,910
27525,911,911,911,911
50963,912,912,912,912
3748,913,913,913,913
23518,914,914,914,914
9121,915,915,915,915
13967,916,916,916,916
30001,917,917,917,917
34996,918,918,918,918
25943,919,919,919,919
13228,920,920,920,920
32623,921,921,921,921
31813,922,922,922,922
36224,923,923,923,923
25705,924,924,924,924
30218,925,925,925,925
21435,926,926,926,926
28012,927,927,927,927
5917,928,928,928,928
8480,929,929,929,929
26695,930,930,930,930
41032,931,931,931,931
12600,932,932,932,932
4486,933,933,933,933
10828,934,934,934,934
62,935,935,935,935
24380,936,936,936,936
43958,937,937,937,937
45785,938,938,938,938
13730,939,939,939,939
2026,940,940,940,940
25053,941,941,941,941
25116,942,942,942,942
32583,943,943,943,943
9525,944,944,944,944
31814,945,945,945,945
25463,946,946,946,946
18392,947,947,947,947
31585,948,948,948,948
42555,949,949,949,949
31583,950,950,950,950
29373,951,951,951,951
12333,952,952,952,952
12989,953,953,953,953
36551,954,954,954,954
31584,955,955,955,955
25575,956,956,956,956
23248,957,957,957,957
42735,958,958,958,958
30649,959,959,959,959
42998,960,960,960,960
36552,961,961,961,961
8348,962,962,962,962
25630,963,963,963,963
18948,964,964,964,964
28056,965,965,965,965
26077,966,966,966,966
37511,967,967,967,967
21038,968,968,968,968
49206,969,969,969,969
4320,970,970,970,970
27347,971,971,971,971
23811,972,972,972,972
48875,973,973,973,973
408,974,974,974,974
18554,975,975,975,975
8173,976,976,976,976
14854,977,977,977,977
5154,978,978,978,978
41231,979,979,979,979
22851,980,980,980,980
20605,981,981,981,981
11556,982,982,982,982
28225,983,983,983,983
22947,984,984,984,984
34004,985,985,985,985
4621,986,986,986,986
7919,987,987,987,987
23459,988,988,988,988
45961,989,989,989,989
28242,990,990,990,990
35869,991,991,991,991
27463,992,992,992,992
50627,993,993,993,993
2963,994,994,994,994
22169,995,995,995,995
36824,996,996,996,996
32990,997,997,997,997
24037,998,998,998,998
30533,999,999,999,999
15646,1000,1000,1000,1000
6469,1001,1001,1001,1001
232,1002,1002,1002,1002
4232,1003,1003,1003,1003
34002,1004,1004,1004,1004
34003,1005,1005,1005,1005
16918,1006,1006,1006,1006
26798,1007,1007,1007,1007
24984,1008,1008,1008,1008
27993,1009,1009,1009,1009
23251,1010,1010,1010,1010
22530,1011,1011,1011,1011
32628,1012,1012,1012,1012
28965,1013,1013,1013,1013
29908,1014,1014,1014,1014
48879,1015,1015,1015,1015
24796,1016,1016,1016,1016
35018,1017,1017,1017,1017
5471,1018,1018,1018,1018
15143,1019,1019,1019,1019
2034,1020,1020,1020,1020
24624,1021,1021,1021,1021
5732,1022,1022,1022,1022
31009,1023,1023,1023,1023
29026,1024,1024,1024,1024
29578,1025,1025,1025,1025
48962,1026,1026,1026,1026
7711,1027,1027,1027,1027
20937,1028,1028,1028,1028
28974,1029,1029,1029,1029
33951,1030,1030,1030,1030
3117,1031,1031,1031,1031
33272,1032,1032,1032,1032
5005,1033,1033,1033,1033
2682,1034,1034,1034,1034
8146,1035,1035,1035,1035
424,1036,1036,1036,1036
14021,1037,1037,1037,1037
12216,1038,1038,1038,1038
27983,1039,1039,1039,1039
14388,1040,1040,1040,1040
13479,1041,1041,1041,1041
16812,1042,1042,1042,1042
21554,1043,1043,1043,1043
1702,1044,1044,1044,1044
19853,1045,1045,1045,1045
33274,1046,1046,1046,1046
30193,1047,1047,1047,1047
33950,1048,1048,1048,1048
14079,1049,1049,1049,1049
47959,1050,1050,1050,1050
24278,1051,1051,1051,1051
36249,1052,1052,1052,1052
30517,1053,1053,1053,1053
1408,1054,1054,1054,1054
20944,1055,1055,1055,1055
21617,1056,1056,1056,1056
33953,1057,1057,1057,1057
41823,1058,1058,1058,1058
5668,1059,1059,1059,1059
27417,1060,1060,1060,1060
15115,1061,1061,1061,1061
21412,1062,1062,1062,1062
33952,1063,1063,1063,1063
39792,1064,1064,1064,1064
21828,1065,1065,1065,1065
27886,1066,1066,1066,1066
1320,1067,1067,1067,1067
25419,1068,1068,1068,1068
29532,1069,1069,1069,1069
46049,1070,1070,1070,1070
20772,1071,1071,1071,1071
29624,1072,1072,1072,1072
29686,1073,1073,1073,1073
28124,1074,1074,1074,1074
10361,1075,1075,1075,1075
30844,1076,1076,1076,1076
44589,1077,1077,1077,1077
14143,1078,1078,1078,1078
17047,1079,1079,1079,1079
41883,1080,1080,1080,1080
25222,1081,1081,1081,1081
12473,1082,1082,1082,1082
2425,1083,1083,1083,1083
50791,1084,1084,1084,1084
6089,1085,1085,1085,1085
21150,1086,1086,1086,1086
15951,1087,1087,1087,1087
25781,1088,1088,1088,1088
31601,1089,1089,1089,1089
2550,1090,1090,1090,1090
25880,1091,1091,1091,1091
45891,1092,1092,1092,1092
24647,1093,1093,1093,1093
45067,1094,1094,1094,1094
26879,1095,1095,1095,1095
16484,1096,1096,1096,1096
21945,1097,1097,1097,1097
5966,1098,1098,1098,1098
19552,1099,1099,1099,1099
24733,1100,1100,1100,1100
27645,1101,1101,1101,1101
22510,1102,1102,1102,1102
2582,1103,1103,1103,1103
6115,1104,1104,1104,1104
12134,1105,1105,1105,1105
17167,1106,1106,1106,1106
7961,1107,1107,1107,1107
10425,1108,1108,1108,1108
18868,1109,1109,1109,1109
27564,1110,1110,1110,1110
15897,1111,1111,1111,1111
22185,1112,1112,1112,1112
29885,1113,1113,1113,1113
30757,1114,1114,1114,1114
10963,1115,1115,1115,1115
46934,1116,1116,1116,1116
33949,1117,1117,1117,1117
17430,1118,1118,1118,1118
18470,1119,1119,1119,1119
33948,1120,1120,1120,1120
9383,1121,1121,1121,1121
33954,1122,1122,1122,1122
31903,1123,1123,1123,1123
2695,1124,1124,1124,1124
17007,1125,1125,1125,1125
21624,1126,1126,1126,1126
20672,1127,1127,1127,1127
50444,1128,1128,1128,1128
23479,1129,1129,1129,1129
23140,1130,1130,1130,1130
26246,1131,1131,1131,1131
19906,1132,1132,1132,1132
21950,1133,1133,1133,1133
44606,1134,1134,1134,1134
23577,1135,1135,1135,1135
27369,1136,1136,1136,1136
31899,1137,1137,1137,1137
29731,1138,1138,1138,1138
31902,1139,1139,1139,1139
28329,1140,1140,1140,1140
3949,1141,1141,1141,1141
25187,1142,1142,1142,1142
31900,1143,1143,1143,1143
12537,1144,1144,1144,1144
24862,1145,1145,1145,1145
30758,1146,1146,1146,1146
33487,1147,1147,1147,1147
23647,1148,1148,1148,1148
41232,1149,1149,1149,1149
11124,1150,1150,1150,1150
19014,1151,1151,1151,1151
13689,1152,1152,1152,1152
18263,1153,1153,1153,1153
13835,1154,1154,1154,1154
41260,1155,1155,1155,1155
37051,1156,1156,1156,1156
24317,1157,1157,1157,1157
32926,1158,1158,1158,1158
21965,1159,1159,1159,1159
26542,1160,1160,1160,1160
17888,1161,1161,1161,1161
15069,1162,1162,1162,1162
29617,1163,1163,1163,1163
29568,1164,1164,1164,1164
24255,1165,1165,1165,1165
6006,1166,1166,1166,1166
20149,1167,1167,1167,1167
13652,1168,1168,1168,1168
25857,1169,1169,1169,1169
19916,1170,1170,1170,1170
16980,1171,1171,1171,1171
13114,1172,1172,1172,1172
13985,1173,1173,1173,1173
25176,1174,1174,1174,1174
21553,1175,1175,1175,1175
19544,1176,1176,1176,1176
4855,1177,1177,1177,1177
47773,1178,1178,1178,1178
30185,1179,1179,1179,1179
46099,1180,1180,1180,1180
32925,1181,1181,1181,1181
24499,1182,1182,1182,1182
31901,1183,1183,1183,1183
49886,1184,1184,1184,1184
43048,1185,1185,1185,1185
15205,1186,1186,1186,1186
16904,1187,1187,1187,1187
23066,1188,1188,1188,1188
23182,1189,1189,1189,1189
19258,1190,1190,1190,1190
10417,1191,1191,1191,1191
38676,1192,1192,1192,1192
4533,1193,1193,1193,1193
38677,1194,1194,1194,1194
