PAYMENT_ID,SALES,PROFIT,DISCOUNT,TOTAL_PRICE
74,1526.52,732.72,0.0,6106.08
75,1745.34,226.86,0.0,3490.68
76,4191.51,1164.27,0.1,37723.590000000004
77,3063.27,581.91,0.0,21442.89
78,18.7,2.34,0.2,130.9
79,4473.0,313.11,0.0,31311.0
80,1502.01,225.18,0.0,13518.09
81,5049.0,656.37,0.0,55539.0
82,2188.05,1050.15,0.0,10940.25
83,1920.36,652.92,0.0,7681.44
84,1704.0,119.28,0.0,6816.0
85,1858.68,130.08,0.0,7434.72
86,3298.26,1055.25,0.0,23087.82
87,2443.48,121.94,0.0,31765.24
88,3808.8,1523.52,0.0,30470.4
89,3427.15,-452.81,0.47,23990.05
90,3441.69,38.07,0.1,20650.14
91,2863.35,858.9,0.1,14316.75
92,1487.4,728.7,0.0,14874.0
93,3200.04,1183.95,0.0,28800.36
94,2301.0,91.95,0.0,11505.0
95,5729.35,63.55,0.1,80210.90000000001
96,5301.24,2597.28,0.0,74217.36
97,477.67,84.29,0.15,955.34
98,88.07,-58.72,0.7,616.49
99,3219.9,965.85,0.0,16099.5
100,2487.81,-269.79,0.17,14926.86
101,2266.44,113.28,0.0,9065.76
102,3068.36,1124.9,0.1,27615.24
103,3728.43,1192.86,0.0,33555.869999999995
104,1581.48,0.0,0.0,9488.880000000001
105,171.29,-6.42,0.2,513.87
106,2432.16,513.36,0.1,12160.8
107,2465.82,197.19,0.25,17260.74
108,1847.52,738.96,0.0,3695.04
109,2899.89,927.78,0.0,20299.23
110,2891.7,96.39,0.1,20241.899999999998
111,2016.85,-0.05,0.15,18151.649999999998
112,3155.54,34.94,0.1,22088.78
113,3856.14,1465.2,0.0,23136.84
114,3524.47,861.37,0.1,21146.82
115,2167.3,790.42,0.15,8669.2
116,2556.0,178.92,0.0,15336.0
117,1469.25,308.4,0.0,7346.25
118,4448.83,1517.71,0.15,35590.64
119,65.78,32.23,0.0,723.58
120,2472.66,914.76,0.0,22253.94
121,3739.18,747.82,0.1,29913.44
122,1682.91,487.98,0.0,5048.7300000000005
123,1278.0,89.46,0.0,3834.0
124,2570.76,976.8,0.0,10283.04
125,2332.96,349.86,0.2,11664.8
126,1582.2,-870.3,0.4,9493.2
127,71.98,19.79,0.2,215.94
128,1512.0,498.96,0.0,9072.0
129,186.14,60.5,0.2,1116.84
130,2550.0,714.0,0.0,10200.0
131,2285.7,845.7,0.0,11428.5
132,1029.26,10.82,0.07,9263.34
133,1058.28,-2.12,0.002,5291.4
134,5751.54,2817.99,0.0,51763.86
135,2442.07,-244.25,0.1,17094.49
136,1190.52,178.56,0.0,7143.12
137,3150.82,-35.09,0.1,22055.74
138,1599.9,719.85,0.0,7999.5
139,2063.4,123.75,0.0,10317.0
140,1269.9,558.72,0.0,7619.400000000001
141,3274.02,261.9,0.0,29466.18
142,848.32,110.28,0.0,1696.64
143,94.2,23.55,0.0,565.2
144,2847.36,711.84,0.0,22778.88
145,1725.75,-483.3,0.25,8628.75
146,1479.31,-63.65,0.07,8875.86
147,1282.23,12.69,0.0,11540.07
148,2478.6,49.5,0.0,14871.599999999999
149,97.44,35.08,0.0,292.32
150,959.76,460.62,0.0,2879.2799999999997
151,34.65,10.4,0.0,103.94999999999999
152,4135.64,847.04,0.17,41356.4
153,2325.28,511.52,0.0,18602.24
154,5486.67,2316.51,0.1,76813.38
155,1523.66,-50.98,0.1,12189.28
156,1625.24,-76.57,0.15,4875.72
157,734.94,130.62,0.1,2939.76
158,13.97,3.63,0.0,13.97
159,1391.52,69.36,0.0,11132.16
160,26.22,12.32,0.0,78.66
161,2461.06,566.02,0.0,17227.42
162,18.94,-3.79,0.2,56.82000000000001
163,1226.19,612.99,0.0,8583.33
164,1809.26,-258.5,0.3,9046.3
165,1863.0,393.24,0.1,14904.0
166,6.0,2.1,0.2,12.0
167,1244.19,-13.92,0.1,8709.33
168,2364.1,-218.3,0.35,9456.4
169,1946.31,114.45,0.15,11677.86
170,2283.71,-0.22,0.1,20553.39
171,2455.88,785.82,0.0,17191.16
172,1024.68,-286.92,0.5,8197.44
173,2297.96,988.12,0.0,32171.440000000002
174,2671.41,534.24,0.0,18699.87
175,3834.0,268.38,0.0,23004.0
176,3501.74,210.86,0.17,28013.92
177,1725.46,747.61,0.1,5176.38
178,1583.7,174.15,0.0,7918.5
179,79.99,28.8,0.0,79.99
180,2760.35,-214.73,0.1,19322.45
181,3078.72,523.08,0.0,36944.64
182,1983.14,-1784.9,0.5,13881.980000000001
183,1112.78,296.66,0.1,3338.34
184,3616.5,36.0,0.0,36165.0
185,2892.11,160.61,0.1,14460.550000000001
186,3263.4,848.4,0.0,16317.0
187,3117.09,38.95,0.2,40522.17
188,27.93,8.1,0.0,83.78999999999999
189,1888.7,887.6,0.0,9443.5
190,3000.78,1080.18,0.0,18004.68
191,3801.63,1444.59,0.0,26611.41
192,5211.12,1146.24,0.0,41688.96
193,3569.64,674.16,0.1,24987.48
194,18.54,8.71,0.0,37.08
195,2910.08,125.12,0.07,23280.64
196,3126.4,-128.72,0.27,28137.600000000002
197,5276.99,1758.89,0.1,47492.909999999996
198,2645.38,-0.02,0.17,13226.900000000001
199,1637.01,-36.39,0.1,8185.05
200,2645.38,-0.02,0.17,13226.900000000001
201,3238.31,-740.3,0.3,16191.55
202,2291.81,127.13,0.1,16042.67
203,2124.5,488.6,0.0,10622.5
204,2757.78,744.48,0.0,16546.68
205,1549.98,139.32,0.0,9299.880000000001
206,20.74,7.26,0.2,82.96
207,3146.4,629.28,0.0,18878.4
208,2456.62,664.72,0.15,27022.82
209,2228.64,-754.41,0.35,15600.48
210,4001.04,1440.24,0.0,32008.32
211,4876.88,745.88,0.15,43891.92
212,1788.82,204.28,0.3,10732.92
213,1242.59,-140.72,0.47,6212.95
214,4453.05,1424.85,0.0,31171.350000000002
215,2673.36,1069.2,0.0,21386.88
216,2046.2,591.05,0.1,10231.0
217,5451.3,2071.44,0.0,32707.800000000003
218,637.9,-127.58,0.3,1913.6999999999998
219,1722.28,539.44,0.17,6889.12
220,4624.29,1644.03,0.1,41618.61
221,1066.45,-11.93,0.1,6398.700000000001
222,957.6,0.0,0.0,3830.4
223,4864.32,162.12,0.1,48643.2
224,841.57,294.55,0.2,1683.14
225,1433.84,-84.37,0.15,4301.5199999999995
226,2784.6,779.52,0.0,38984.4
227,3063.27,1470.21,0.0,21442.89
228,231.72,11.59,0.0,463.44
229,196.45,70.72,0.0,982.25
230,2044.8,-332.28,0.2,12268.8
231,165.6,-6.21,0.2,496.79999999999995
232,1521.0,0.0,0.0,6084.0
233,137.31,54.9,0.0,137.31
234,1141.8,570.9,0.0,11418.0
235,1865.97,802.17,0.0,16793.73
236,6998.64,2939.31,0.0,76985.04000000001
237,1091.25,119.97,0.0,3273.75
238,1094.22,328.23,0.0,3282.66
239,1320.62,484.22,0.1,5282.48
240,2555.64,664.44,0.0,10222.56
241,3498.72,594.72,0.0,27989.76
242,2272.86,977.22,0.0,13637.16
243,5211.12,833.76,0.0,41688.96
244,2582.16,361.44,0.0,10328.64
245,3194.55,830.55,0.0,15972.75
246,1705.0,378.88,0.1,6820.0
247,1538.72,325.7,0.15,9232.32
248,1181.55,498.81,0.1,3544.6499999999996
249,1696.25,734.93,0.1,6785.0
250,190.9,-42.95,0.2,381.8
251,314.35,-35.36,0.2,943.0500000000001
252,1237.56,606.36,0.0,4950.24
253,1274.7,140.16,0.0,2549.4
254,3172.14,856.44,0.0,28549.26
255,3979.29,1989.54,0.0,27855.03
256,2058.0,946.68,0.0,8232.0
257,2539.88,709.94,0.07,17779.16
258,2898.21,1420.02,0.0,20287.47
259,1320.01,357.16,0.15,6600.05
260,2171.16,-2750.28,0.7,17369.28
261,4448.22,444.48,0.1,57826.86
262,12.84,3.72,0.0,38.519999999999996
263,2300.62,38.2,0.4,20705.579999999998
264,2615.94,1072.44,0.0,15695.64
265,1066.68,394.65,0.0,3200.04
266,2544.6,814.2,0.0,10178.4
267,3694.68,886.68,0.0,14778.72
268,2214.85,-221.57,0.3,15503.949999999999
269,1236.48,111.28,0.0,4945.92
270,1805.9,126.4,0.0,9029.5
271,5.22,2.4,0.0,10.44
272,3.01,0.34,0.2,6.02
273,1810.3,54.3,0.0,9051.5
274,1275.0,140.22,0.0,2550.0
275,1593.65,-225.16,0.15,11155.550000000001
276,1114.24,383.71,0.1,3342.7200000000003
277,2944.08,1112.13,0.1,14720.4
278,3309.26,318.86,0.17,23164.82
279,897.48,322.92,0.0,8077.32
280,2056.05,390.6,0.0,10280.25
281,2365.66,18.86,0.002,23656.6
282,1336.36,44.44,0.4,9354.519999999999
283,3038.64,1245.84,0.0,24309.12
284,2698.65,890.46,0.0,24287.850000000002
285,3799.08,455.76,0.0,45588.96
286,2756.34,413.28,0.0,16538.04
287,983.88,-11.16,0.1,7871.04
288,1719.81,117.66,0.27,8599.05
289,1421.54,428.12,0.17,4264.62
290,1053.69,441.29,0.002,5268.450000000001
291,1440.84,-1268.04,0.5,11526.72
292,1554.48,341.76,0.0,12435.84
293,1278.0,89.46,0.0,3834.0
294,3474.08,625.28,0.0,27792.64
295,2550.0,357.0,0.0,15300.0
296,934.25,-1331.65,0.6,13079.5
297,3908.88,1563.48,0.0,23453.28
298,2142.3,556.9,0.0,10711.5
299,1900.58,-348.52,0.4,11403.48
300,1840.68,496.98,0.0,11044.08
301,2624.04,446.04,0.0,15744.24
302,3076.5,215.25,0.0,21535.5
303,3181.77,344.97,0.17,19090.62
304,1392.63,-139.56,0.1,15318.93
305,1296.24,285.12,0.0,10369.92
306,2380.5,952.2,0.0,11902.5
307,1619.1,258.9,0.0,16191.0
308,2821.72,339.88,0.17,16930.32
309,2991.1,-128.75,0.07,26919.899999999998
310,1798.68,86.64,0.17,7194.72
311,2544.84,712.44,0.0,10179.36
312,951.72,228.36,0.0,1903.44
313,2575.92,978.84,0.0,10303.68
314,1699.83,84.96,0.0,5099.49
315,2634.55,116.95,0.1,21076.4
316,3707.35,1554.43,0.07,40780.85
317,4298.85,300.9,0.0,21494.25
318,3417.48,854.28,0.0,20504.88
319,2080.32,561.6,0.0,8321.28
320,840.6,319.35,0.0,4203.0
321,471.92,29.5,0.2,943.84
322,1288.8,90.0,0.0,12888.0
323,660.69,44.04,0.1,3303.4500000000003
324,3234.24,970.2,0.0,19405.44
325,2171.3,390.8,0.0,10856.5
326,2074.73,276.53,0.1,18672.57
327,849.8,195.44,0.0,1699.6
328,1177.17,353.13,0.1,3531.51
329,177.65,-28.87,0.2,355.3
330,2863.08,-458.19,0.5,25767.72
331,1253.07,236.67,0.1,6265.349999999999
332,3369.24,606.42,0.0,20215.44
333,1464.12,439.2,0.0,8784.72
334,1273.13,-993.2,0.5,8911.91
335,29.94,10.74,0.0,59.88
336,1258.78,375.78,0.002,6293.9
337,2584.01,290.6,0.2,18088.07
338,1482.39,68.31,0.35,8894.34
339,1274.7,293.16,0.0,3824.1000000000004
340,2818.08,225.36,0.0,25362.72
341,1046.25,-111.6,0.25,3138.75
342,3187.2,541.8,0.0,15936.0
343,4099.68,956.58,0.1,40996.8
344,703.35,260.1,0.0,3516.75
345,2293.49,509.57,0.1,18347.92
346,1238.61,14.43,0.15,11147.49
347,1715.06,300.08,0.2,12005.42
348,39.82,7.47,0.2,119.46000000000001
349,2841.66,852.48,0.0,17049.96
350,3399.66,-3059.82,0.5,40795.92
351,1607.76,482.22,0.0,9646.56
352,840.15,260.4,0.0,4200.75
353,1236.33,519.21,0.0,3708.99
354,2488.56,348.24,0.0,19908.48
355,1124.26,252.9,0.2,7869.82
356,726.72,-18.18,0.2,2180.16
357,117.96,5.9,0.0,235.92
358,1519.92,653.4,0.0,9119.52
359,1279.32,319.8,0.0,5117.28
360,642.69,244.2,0.0,642.69
361,2619.0,232.68,0.1,20952.0
362,1704.87,-1023.03,0.5,10229.22
363,1715.91,583.38,0.0,12011.37
364,1278.0,460.08,0.0,2556.0
365,1234.56,246.84,0.0,4938.24
366,4195.2,839.04,0.0,33561.6
367,1765.4,-98.21,0.1,8827.0
368,1480.37,333.05,0.2,4441.11
369,2301.14,-953.44,0.3,16107.98
370,1100.52,352.08,0.0,3301.56
371,2518.95,553.98,0.0,17632.649999999998
372,996.3,119.55,0.0,4981.5
373,922.95,341.49,0.0,922.95
374,1850.45,185.0,0.1,9252.25
375,1547.1,340.2,0.0,9282.599999999999
376,2190.95,316.7,0.17,10954.75
377,3242.88,324.18,0.0,29185.920000000002
378,2544.6,1246.8,0.0,10178.4
379,2605.56,573.12,0.0,10422.24
380,1271.46,-127.41,0.1,13986.060000000001
381,2549.76,1172.88,0.0,10199.04
382,3299.56,366.28,0.1,46193.84
383,2489.4,273.78,0.0,22404.600000000002
384,1189.24,250.99,0.1,10703.16
385,1269.6,355.44,0.0,5078.4
386,3499.16,-3009.44,0.5,38490.759999999995
387,2993.03,726.83,0.3,14965.150000000001
388,815.95,287.92,0.15,2447.8500000000004
389,1245.0,161.76,0.0,4980.0
390,1027.73,182.69,0.1,8221.84
391,1703.03,737.93,0.1,8515.15
392,1803.08,-130.39,0.17,19833.879999999997
393,676.49,195.29,0.1,3382.45
394,969.36,348.81,0.0,6785.52
395,1637.01,90.81,0.1,8185.05
396,1655.96,13.2,0.002,11591.720000000001
397,976.96,232.0,0.2,3907.84
398,731.34,175.5,0.0,1462.68
399,1239.0,0.0,0.0,4956.0
400,1680.61,368.26,0.27,8403.05
401,2190.75,65.7,0.0,10953.75
402,935.17,114.25,0.1,3740.68
403,1026.96,441.36,0.0,8215.68
404,2550.0,280.44,0.0,10200.0
405,2667.54,-417.81,0.17,13337.7
406,1224.71,-129.73,0.15,4898.84
407,2962.68,207.06,0.0,41477.52
408,2664.0,905.7,0.0,13320.0
409,1513.56,741.6,0.0,6054.24
410,1233.63,234.36,0.0,3700.8900000000003
411,855.15,384.81,0.0,855.15
412,956.34,-95.7,0.1,3825.36
413,1838.52,160.77,0.2,9192.6
414,4498.83,674.73,0.0,31491.809999999998
415,1824.14,-1303.06,0.65,14593.12
416,2344.0,46.88,0.0,18752.0
417,2043.72,756.0,0.0,28612.08
418,856.8,265.44,0.0,11995.199999999999
419,2509.36,426.58,0.0,17565.52
420,819.94,191.32,0.1,1639.88
421,2797.25,-0.07,0.2,16783.5
422,1455.08,261.8,0.0,16005.88
423,2189.09,541.37,0.07,13134.54
424,5451.3,327.06,0.0,32707.800000000003
425,1291.08,296.94,0.0,2582.16
426,1526.52,732.72,0.0,6106.08
427,1869.72,205.56,0.0,11218.32
428,1815.24,471.94,0.0,12706.68
429,959.76,460.62,0.0,2879.2799999999997
430,3045.84,1035.58,0.0,21320.88
431,2125.0,297.5,0.0,10625.0
432,1266.36,265.92,0.0,5065.44
433,2134.44,682.92,0.0,8537.76
434,4748.44,844.12,0.1,66478.15999999999
435,1867.5,242.64,0.0,11205.0
436,1001.7,250.38,0.0,6010.200000000001
437,9892.74,4946.37,0.0,128605.62
438,4306.32,1722.48,0.0,34450.56
439,899.55,323.82,0.0,2698.6499999999996
440,763.92,381.96,0.0,3055.68
441,2544.24,1093.92,0.0,10176.96
442,1136.66,-189.46,0.4,4546.64
443,2301.0,91.95,0.0,11505.0
444,3908.88,1563.48,0.0,23453.28
445,470.38,52.92,0.2,1411.1399999999999
446,821.88,213.69,0.0,4931.28
447,2249.16,224.88,0.0,8996.64
448,2528.26,176.96,0.0,17697.82
449,1461.14,202.19,0.35,7305.700000000001
450,3045.84,1035.58,0.0,21320.88
451,1103.97,496.79,0.0,3311.91
452,344.7,38.78,0.2,689.4
453,2152.96,198.64,0.35,17223.68
454,1244.1,447.75,0.0,6220.5
455,2226.82,500.98,0.2,20041.38
456,1586.41,17.53,0.1,6345.64
457,393.17,-204.45,0.5,1179.51
458,3425.4,1233.0,0.0,20552.4
459,1136.94,568.44,0.0,2273.88
460,677.64,211.26,0.07,1355.28
461,731.34,80.4,0.0,1462.68
462,1272.72,534.48,0.0,5090.88
463,1856.34,909.54,0.0,11138.039999999999
464,2295.0,459.0,0.1,9180.0
465,1622.18,324.38,0.15,4866.54
466,1063.44,361.41,0.0,7444.08
467,3449.88,275.94,0.0,48298.32
468,585.46,-0.02,0.2,1756.38
469,1429.44,471.6,0.0,5717.76
470,1057.8,158.64,0.0,2115.6
471,1483.0,741.5,0.0,7415.0
472,1792.4,304.7,0.0,8962.0
473,2455.68,-191.16,0.1,17189.76
474,1900.44,417.96,0.0,11402.64
475,3712.59,849.87,0.17,25988.13
476,2372.22,0.0,0.0,21349.98
477,5725.35,1602.99,0.0,51528.15
478,2553.18,842.52,0.0,17872.26
479,2003.52,861.48,0.0,12021.119999999999
480,1188.36,95.04,0.0,4753.44
481,2875.1,511.1,0.1,14375.5
482,613.26,202.32,0.0,1226.52
483,166.24,24.94,0.0,166.24
484,1837.56,275.52,0.0,7350.24
485,3979.29,1989.54,0.0,27855.03
486,304.23,9.13,0.0,912.69
487,1198.3,165.6,0.002,5991.5
488,163.96,59.44,0.2,819.8000000000001
489,1864.22,455.57,0.1,9321.1
490,1142.64,-571.32,0.6,6855.84
491,1630.8,18.0,0.1,8154.0
492,1172.66,-1172.74,0.7,7035.960000000001
493,2021.88,323.4,0.0,28306.32
494,836.93,230.13,0.2,3347.72
495,1302.78,286.56,0.0,2605.56
496,2243.88,246.72,0.0,8975.52
497,1221.56,325.61,0.1,13437.16
498,1609.29,241.38,0.0,4827.87
499,1596.51,-53.37,0.1,9579.06
500,89.86,21.34,0.2,269.58
501,2018.88,928.44,0.0,24226.56
502,1885.32,18.72,0.0,11311.92
503,3119.34,1528.38,0.0,21835.38
504,1964.25,21.69,0.1,11785.5
505,1653.8,-689.26,0.4,9922.8
506,621.0,180.06,0.0,1242.0
507,2673.81,26.73,0.0,24064.29
508,1307.97,536.22,0.0,3923.91
509,1145.23,-706.25,0.4,3435.69
510,94.2,39.56,0.0,471.0
511,1902.11,872.83,0.002,15216.88
512,1913.4,899.1,0.0,19134.0
513,1854.72,778.92,0.0,7418.88
514,2958.98,953.27,0.1,20712.86
515,810.72,-599.94,0.5,2432.16
516,2953.58,754.7,0.1,23628.64
517,2593.8,1141.2,0.0,12969.0
518,2051.01,667.11,0.17,10255.050000000001
519,37.3,-1.07,0.3,74.6
520,1120.77,55.89,0.0,10086.93
521,46.69,-2.92,0.2,186.76
522,3044.8,91.2,0.0,24358.4
523,656.86,94.84,0.1,1313.72
524,2518.95,1032.57,0.0,17632.649999999998
525,1669.25,-1558.15,0.7,20031.0
526,2476.08,1015.02,0.0,14856.48
527,1302.78,286.56,0.0,2605.56
528,2125.32,148.68,0.0,8501.28
529,1954.44,781.74,0.0,5863.32
530,856.92,222.76,0.0,1713.84
531,3696.03,756.87,0.17,25872.210000000003
532,1302.96,182.4,0.0,2605.92
533,1136.66,-880.96,0.6,6819.960000000001
534,1720.12,382.18,0.1,10320.72
535,2051.1,40.95,0.0,10255.5
536,2544.24,992.16,0.0,15265.439999999999
537,1314.45,341.73,0.0,3943.3500000000004
538,980.32,110.28,0.2,1960.64
539,2470.5,518.76,0.0,14823.0
540,877.02,105.24,0.0,1754.04
541,1917.36,747.72,0.0,11504.16
542,2173.5,260.82,0.0,15214.5
543,377.45,-264.22,0.5,1887.25
544,195.76,97.88,0.0,783.04
545,1814.25,653.1,0.0,9071.25
546,1293.68,-776.33,0.5,6468.400000000001
547,2477.55,1040.55,0.0,12387.75
548,259.14,-25.91,0.2,1036.56
549,723.3,332.7,0.0,1446.6
550,2097.12,188.64,0.0,16776.96
551,3242.88,421.56,0.0,19457.28
552,163.96,59.44,0.2,819.8000000000001
553,98.16,9.82,0.0,588.96
554,597.36,226.92,0.0,2389.44
555,3955.14,1383.9,0.0,55371.96
556,796.82,231.26,0.07,4780.92
557,2305.26,922.05,0.0,20747.340000000004
558,2833.76,35.36,0.2,28337.600000000002
559,2077.32,581.64,0.0,8309.28
560,1916.88,939.26,0.0,13418.16
561,1622.57,133.61,0.15,4867.71
562,1361.04,196.53,0.1,12249.36
563,3391.74,271.08,0.0,30525.659999999996
564,2375.3,-207.84,0.2,16627.100000000002
565,889.02,320.04,0.0,5334.12
566,1782.48,873.36,0.0,7129.92
567,667.77,274.92,0.15,2003.31
568,1612.85,394.25,0.1,8064.25
569,845.21,-9.49,0.1,5916.47
570,2799.63,391.77,0.0,25196.670000000002
571,1549.13,-56.11,0.17,9294.78
572,1696.4,67.84,0.0,6785.6
573,935.5,168.3,0.0,4677.5
574,2036.81,359.3,0.15,18331.29
575,980.52,176.4,0.0,3922.08
576,1654.64,681.2,0.15,13237.12
577,2063.77,141.19,0.27,12382.619999999999
578,1411.2,405.72,0.2,8467.2
579,2039.8,-113.36,0.1,8159.2
580,5737.5,630.99,0.0,51637.5
581,1641.09,473.91,0.1,11487.63
582,1380.9,303.7,0.0,6904.5
583,1917.0,690.12,0.0,5751.0
584,823.5,172.92,0.0,1647.0
585,3180.75,1081.35,0.0,15903.75
586,2910.19,-68.72,0.15,32012.09
587,910.35,391.35,0.0,4551.75
588,856.68,274.08,0.0,1713.36
589,1731.07,-238.03,0.2,12117.49
590,1330.99,-103.61,0.1,15971.880000000001
591,1914.08,669.76,0.2,26797.12
592,3393.12,101.76,0.0,27144.96
593,50.12,-0.63,0.2,350.84
594,1446.6,665.4,0.0,5786.4
595,3272.01,1537.83,0.0,22904.07
596,3386.86,-597.68,0.15,23708.02
597,2498.53,499.45,0.1,22486.77
598,728.53,-133.73,0.4,5099.71
599,2575.92,772.68,0.0,10303.68
600,2546.46,381.78,0.0,17825.22
601,2888.76,173.25,0.0,20221.32
602,1031.4,185.64,0.0,4125.6
603,1237.44,74.16,0.0,9899.52
604,1018.32,183.24,0.0,4073.28
605,2756.94,1163.88,0.1,19298.58
606,1534.87,-102.41,0.1,4604.61
607,6439.8,2447.1,0.0,64398.0
608,1781.14,-134.06,0.07,14249.12
609,1363.2,-1806.24,0.6,10905.6
610,3315.27,961.38,0.0,23206.89
611,5.25,0.59,0.2,10.5
612,2123.03,124.79,0.15,16984.24
613,2478.84,272.58,0.0,17351.88
614,1894.54,505.18,0.1,7578.16
615,41.28,13.93,0.2,247.68
616,187.02,26.1,0.0,1122.1200000000001
617,1317.9,0.0,0.0,6589.5
618,1839.18,238.98,0.0,12874.26
619,1908.18,820.44,0.0,5724.54
620,1264.47,301.47,0.002,6322.35
621,4.18,1.5,0.0,4.18
622,748.12,282.52,0.1,2992.48
623,943.87,209.71,0.1,6607.09
624,1447.44,43.32,0.0,5789.76
625,1552.5,62.1,0.0,9315.0
626,479.97,177.59,0.0,1439.91
627,919.26,266.58,0.0,2757.7799999999997
628,3045.84,1035.58,0.0,21320.88
629,766.87,114.97,0.4,1533.74
630,2880.18,115.2,0.0,17281.079999999998
631,1403.36,449.04,0.0,5613.44
632,2018.33,-576.91,0.3,18164.97
633,1274.16,382.2,0.0,5096.64
634,2485.62,795.24,0.0,14913.72
635,1560.24,421.2,0.0,4680.72
636,3271.2,1341.15,0.0,16356.0
637,751.49,-112.75,0.2,2254.4700000000003
638,2120.8,275.7,0.0,10604.0
639,2102.83,321.55,0.15,16822.64
640,820.49,183.29,0.15,6563.92
641,91.96,39.54,0.0,367.84
642,553.44,16.56,0.0,4427.52
643,1718.17,610.81,0.1,10309.02
644,2794.25,515.75,0.35,13971.25
645,99.14,8.67,0.2,396.56
646,1274.7,165.66,0.0,2549.4
647,1553.76,730.26,0.0,9322.56
648,2205.57,689.09,0.2,17644.56
649,15.55,5.44,0.2,46.650000000000006
650,3227.7,742.35,0.0,16138.5
651,1395.0,237.15,0.0,4185.0
652,2291.84,-1128.44,0.35,16042.880000000001
653,1660.8,83.04,0.0,6643.2
654,2436.67,-487.37,0.3,9746.68
655,954.6,152.7,0.0,9546.0
656,1903.0,57.0,0.0,9515.0
657,1590.9,508.95,0.0,7954.5
658,1467.36,469.44,0.0,5869.44
659,1091.28,46.92,0.07,3273.84
660,2014.36,419.8,0.002,16114.88
661,3877.68,930.48,0.0,31021.44
662,2863.35,858.9,0.1,14316.75
663,2841.66,189.42,0.25,22733.28
664,765.46,-36.08,0.15,2296.38
665,1887.84,0.0,0.1,7551.36
666,14.94,7.02,0.0,44.82
667,410.88,78.0,0.0,3287.04
668,1801.6,180.1,0.0,9008.0
669,2572.74,1080.54,0.0,7718.219999999999
670,16.03,-25.65,0.8,80.15
671,1583.82,126.63,0.0,4751.46
672,24.67,7.71,0.2,98.68
673,1656.72,-110.52,0.1,6626.88
674,2015.5,850.84,0.1,14108.5
675,2219.18,24.62,0.1,17753.44
676,2533.92,278.64,0.0,20271.36
677,1410.4,-88.2,0.2,7052.0
678,1773.72,44.22,0.2,8868.6
679,1377.9,289.2,0.0,13779.0
